PC1,6.5264
PC2,4.54309
PC3,3.94777
PC4,3.58171
PC5,3.48282
PC6,3.34786
PC7,3.18532
PC8,3.15261
PC9,3.08542
PC10,3.00943
PC11,2.8739
PC12,2.80199
PC13,2.76069
PC14,2.74721
PC15,2.68708
PC16,2.64255
PC17,2.61921
PC18,2.5677
PC19,2.54673
PC20,2.53646
