bin,meanr2
200,0.0219241455268409
201,0.0208475676281068
202,0.0186552272239393
203,0.0185426895117834
204,0.017605552517287
205,0.0158700741388208
206,0.0149939211332298
207,0.0175375098109416
208,0.0181008665300028
209,0.021180203136953
210,0.0213422147078355
211,0.026877299959835
212,0.0227263676479972
213,0.0226807768367038
214,0.0234477561378511
215,0.0315576730670451
216,0.0281130827368598
217,0.0320388098297184
218,0.0253059454376009
219,0.0324952728472317
220,0.0325089859799459
221,0.0277426467417969
222,0.0241971126462136
223,0.0175251642100503
224,0.0285521825240645
225,0.0284993254056291
226,0.0210381683513284
227,0.0250746240805571
228,0.0199592807438591
229,0.0187746383417623
230,0.0239160564779883
231,0.02541991980317
232,0.0192778472926861
233,0.0261010308455122
234,0.0270971340262879
235,0.0212516617537648
236,0.0190575505605798
237,0.0169426620548291
238,0.0197005934873725
239,0.0192827862536753
240,0.017861742079173
241,0.0198033875601817
242,0.0171852001116258
243,0.0182854018068903
244,0.0230650305493436
245,0.0230569546165179
246,0.0230999555505437
247,0.0218480380031026
248,0.0262088918728524
249,0.0198867393164431
250,0.0215257353101942
251,0.0194155427272792
252,0.015379812674929
253,0.0126335657246049
254,0.0210969881303512
255,0.0246858398903841
256,0.0233159711709903
257,0.0312750375088232
258,0.0350940102518461
259,0.0407155746269502
260,0.0422401894798565
261,0.0407615427402448
262,0.0382249127237468
263,0.0265480077496474
264,0.0233361560598587
265,0.0191323914220338
266,0.0205188797518288
267,0.0163202178660081
268,0.0347927128600155
269,0.0357971561013291
270,0.0321628188861674
271,0.0258177586380717
272,0.0213109039861205
273,0.0299066830543604
274,0.0275844869940841
275,0.0227960646604015
276,0.0263706455968545
277,0.023228254465394
278,0.0185328016316085
279,0.0254921614920457
280,0.0182815349860193
281,0.0145567683087167
282,0.0137090846929199
283,0.0167506575228346
284,0.0155012347023409
285,0.0206323855337367
286,0.0161788127351372
287,0.0216881198746708
288,0.0334842617164883
289,0.0323387361866458
290,0.0300658597139005
291,0.0221317554894192
292,0.0260355194113276
293,0.0184447994265231
294,0.0242058227950881
295,0.0240730128937502
296,0.0247160127452119
297,0.0181719420234578
298,0.0229325896514509
299,0.0247209457895983
300,0.0270013489108357
301,0.0233448664580793
302,0.0183199331236725
303,0.0202988033798593
304,0.0181055805203782
305,0.0248382234941041
306,0.0224580844990878
307,0.0217473607447983
308,0.0216735321306332
309,0.0212080099567598
310,0.0232112435934093
311,0.0219293663695228
312,0.0196219751393368
313,0.0203729227278393
314,0.0225096682147522
315,0.0249599595335839
316,0.0166877311612613
317,0.015065219796628
318,0.0144573318492187
319,0.0169211458643996
320,0.0181959929420464
321,0.0157545786172079
322,0.0169956406585006
323,0.017332404843211
324,0.0159723672518573
325,0.0174068237494932
326,0.0156866844431557
327,0.0236089213819986
328,0.0174541377387466
329,0.0187202916279748
330,0.0172854616856504
331,0.0212760754736102
332,0.0252261763216571
333,0.0298509197543061
334,0.0275352308495101
335,0.0183125250126837
336,0.0180689448270956
337,0.0222094440176841
338,0.0212259775049534
339,0.0160101866499705
340,0.0167105634762548
341,0.0160839394848385
342,0.0217700546029113
343,0.0224827179981849
344,0.0222347820257555
345,0.0312709440014377
346,0.0308396860233536
347,0.0214101469313994
348,0.0208362204044767
349,0.0194542776632335
350,0.0216099593402544
351,0.0159182372480263
352,0.0184187340023715
353,0.0218316728730119
354,0.0247923312612711
355,0.0188212738517019
356,0.0241498331921892
357,0.0255051815997987
358,0.0230923111453967
359,0.0271577699242964
360,0.0249395986726995
361,0.0256920338446821
362,0.0175641789801161
363,0.0204578350370639
364,0.0288441040191088
365,0.0250345500656506
366,0.0332891878852489
367,0.0276858018800271
368,0.0315392206652035
369,0.0249139434991733
370,0.0317741592447449
371,0.0297348806124269
372,0.0235376901860195
373,0.0258845455748382
374,0.018030264905349
375,0.0206170395357095
376,0.018030411380771
377,0.0245782873807148
378,0.0295903884939709
379,0.0273573911635995
380,0.0289131741257996
381,0.0115347311886898
382,0.0160546966101959
383,0.0213914834246778
384,0.0220555847803747
385,0.027793678702161
386,0.0229391049739853
387,0.0217776016192401
388,0.0223699326580179
389,0.0203457214286189
390,0.0201273324337651
391,0.020798178056195
392,0.0186964454331164
393,0.0192449611107308
394,0.0162532983086454
395,0.0135635019390029
396,0.0219964974714517
397,0.0147081968971508
398,0.0155683809353979
399,0.0165849504160332
400,0.0120015532447309
401,0.0174006279788533
402,0.0128627010045645
403,0.0147878473331456
404,0.0137652297250517
405,0.0136586963980031
406,0.0156219257140073
407,0.0139329366729869
408,0.0156069702580197
409,0.0133133986469489
410,0.0153358104659246
411,0.0177503899937723
412,0.0189126599342752
413,0.0182571823829072
414,0.0190720079922157
415,0.0154263573488121
416,0.0191721491421248
417,0.0208481496138235
418,0.0217082527816612
419,0.0267241930839406
420,0.0303529129043419
421,0.0281239044266585
422,0.0205958301341284
423,0.0198238525981363
424,0.0177832732847014
425,0.0166133218568731
426,0.0199068189131142
427,0.0210955304778968
428,0.0143119671943146
429,0.0172754700407342
430,0.017020427415781
431,0.0143554098483432
432,0.0166469997635574
433,0.0146536849870347
434,0.0155440772862012
435,0.0200186453082452
436,0.0178512790230634
437,0.0198205632710979
438,0.0154682132205622
439,0.0201534547282051
440,0.0146241183288676
441,0.0144981693545211
442,0.0210361520226637
443,0.0169169322100702
444,0.0143908982605518
445,0.0165489506741784
446,0.0207849457748782
447,0.0219881080421337
448,0.0240951174755979
449,0.0199385010758389
450,0.0207244234872173
451,0.0164959724665799
452,0.0208073099402847
453,0.0201838164780732
454,0.0258662398308232
455,0.0218821728768687
456,0.0285762448250631
457,0.024760900886741
458,0.0248456438397752
459,0.0265878197319714
460,0.0250369493798166
461,0.031288409679226
462,0.0279007532810217
463,0.0312058785877242
464,0.0280396641206109
465,0.0241984173440398
466,0.0214575952488319
467,0.0200135085259253
468,0.0199278519615509
469,0.0266444676197489
470,0.0268608570678427
471,0.0261083753414086
472,0.0222786957821667
473,0.021776077440615
474,0.0243690111581412
475,0.0322628917895221
476,0.0223893508602394
477,0.0213349764052493
478,0.016083600270186
479,0.019974801653028
480,0.0167645104463444
481,0.0189299969952378
482,0.0177731807716235
483,0.0208496026130635
484,0.0178896767073006
485,0.0238471068874645
486,0.0169199998878692
487,0.0183991373293318
488,0.0156741935296792
489,0.0170364103510303
490,0.0131447729988712
491,0.0179466338854808
492,0.0253709749645701
493,0.0159309151745343
494,0.0180797813018702
495,0.0165919612714583
496,0.0189007491232756
497,0.0201595985496939
498,0.0187678998431233
499,0.0169311168694485
500,0.0231071835600799
501,0.0154528690529822
502,0.0161114498259487
503,0.0177153742291471
504,0.0174775020232363
505,0.0189617262977643
506,0.0171561372455912
507,0.0148691707961754
508,0.0190780730783133
509,0.0199293843607657
510,0.0157586888706352
511,0.018588052362156
512,0.0164225311995383
513,0.0173681630940231
514,0.0214291440884885
515,0.0184455877220513
516,0.0170379922835723
517,0.0173639463633598
518,0.0185951048456726
519,0.0185079552238711
520,0.0204944337419387
521,0.019538138925162
522,0.0178231022298638
523,0.0171894712960111
524,0.0162517658758971
525,0.0176043170230854
526,0.0142381360809171
527,0.0144590846986658
528,0.0199417676870775
529,0.0209334976090974
530,0.0153250017374499
531,0.0137641744674783
532,0.0176972679216521
533,0.0189905135105195
534,0.0206107733838521
535,0.0203966088292086
536,0.0229309216100958
537,0.0227240676627771
538,0.0126409019556716
539,0.0182045701415587
540,0.0167616174127911
541,0.0150685639058301
542,0.0204378628037805
543,0.0191661490637258
544,0.0224502884650475
545,0.0270949164394358
546,0.0275578504752096
547,0.0281795167313865
548,0.0347503394544042
549,0.0249675715955552
550,0.0284534836992585
551,0.0206064476747465
552,0.0188533663987734
553,0.0166288456491138
554,0.01192609942314
555,0.0110819860469296
556,0.0161500936673956
557,0.0123173182540934
558,0.0160208186228793
559,0.0151405136917479
560,0.0157206159751375
561,0.0192482283367267
562,0.0157346930793697
563,0.0210484669991684
564,0.0178356965927951
565,0.0182076601064568
566,0.0164162960478982
567,0.0142884264989246
568,0.0167155026080384
569,0.015297563811362
570,0.0203828979254733
571,0.0231760452400524
572,0.0210853769411722
573,0.0195729957572474
574,0.0188341267239802
575,0.0174439028989707
576,0.0221844843532009
577,0.0224831004348539
578,0.0182577136976533
579,0.0205943316710618
580,0.0211351066195646
581,0.0205009227225127
582,0.0275398423999938
583,0.0176247886224002
584,0.0197259038997603
585,0.0200110198647134
586,0.0223204252294937
587,0.0165407234684323
588,0.0201013589341025
589,0.0164662659837628
590,0.0142935438670793
591,0.011046421815771
592,0.0145588277118071
593,0.01562428193221
594,0.0181950009209148
595,0.0187906044147687
596,0.0219555044548826
597,0.0183761429825442
598,0.0171182412077198
599,0.0167883500735091
600,0.0159958276562587
601,0.0182042367211537
602,0.0228602702823123
603,0.0224300445858278
604,0.0245296485713154
605,0.0182763683045984
606,0.0131054084904986
607,0.014535770383767
608,0.0175802096530697
609,0.0200806734822709
610,0.0170368429041609
611,0.0144708330390404
612,0.00936925075442638
613,0.013743117132164
614,0.0170813195623329
615,0.0126826844169874
616,0.0117806955220809
617,0.0172786191478909
618,0.0133018236799095
619,0.014300874685857
620,0.0176809427376062
621,0.0135642482449042
622,0.0182018828641691
623,0.0163533442683039
624,0.0169774820236223
625,0.0177226329150809
626,0.014703457067605
627,0.0198258714089401
628,0.0164311298514805
629,0.0195888000142528
630,0.0154064767355279
631,0.0163899235751871
632,0.0168784353991516
633,0.0229091674171083
634,0.0230831107538109
635,0.0281842896958142
636,0.0243596094730484
637,0.0172625613575922
638,0.0189433397491479
639,0.0233025752396738
640,0.0195314343870157
641,0.0164050283326198
642,0.0156796678200237
643,0.016633036119008
644,0.021321794446192
645,0.0201982028636095
646,0.0179375051919241
647,0.0175372262738828
648,0.0140877882312503
649,0.017811610660817
650,0.0191960378853737
651,0.0188494587191103
652,0.0166751267057094
653,0.0158848109703269
654,0.0153788578523583
655,0.0155938764709039
656,0.0202606205060137
657,0.0173314775334449
658,0.0154468544405819
659,0.0147830571872238
660,0.0115295109251898
661,0.0143452028158064
662,0.0134338301501343
663,0.0197881258842001
664,0.0215694249200657
665,0.0173411530188479
666,0.0218256560051822
667,0.030074046713494
668,0.021515081273333
669,0.0276159325334098
670,0.0255686275264558
671,0.0281219891878432
672,0.0272284008118218
673,0.0189587890439744
674,0.021017032834838
675,0.0166553268130423
676,0.0159551638210249
677,0.0176109556575869
678,0.0156814182717043
679,0.0233132271342965
680,0.0192476050489309
681,0.0213709549073816
682,0.026808339060399
683,0.0213014985350502
684,0.0188819922311056
685,0.0184114254698124
686,0.0266912275000554
687,0.0239502606191423
688,0.0226559138695776
689,0.0193905277722947
690,0.0167812365179866
691,0.0106516169611484
692,0.0206108223629446
693,0.0147174536550331
694,0.0134968172914091
695,0.0168681154906318
696,0.0159359115038397
697,0.0175430029945612
698,0.0162384334359395
699,0.015171948326033
700,0.014669775542162
701,0.018182700513082
702,0.018709423183796
703,0.0185453913366922
704,0.0242467151311983
705,0.0171579791065381
706,0.0165703801543299
707,0.0158912503948778
708,0.0150719138687045
709,0.0187672791134594
710,0.0166749472961533
711,0.0157206347151956
712,0.0165437858785146
713,0.0149861091521386
714,0.0182820468933217
715,0.0249138033822855
716,0.0168413506237556
717,0.0160980156611167
718,0.0174713924683764
719,0.0205132926871783
720,0.0215265773700229
721,0.0202844096458089
722,0.0208624360882844
723,0.0166783232512512
724,0.0174973578968292
725,0.0210252937906343
726,0.017427628911626
727,0.0175163568046028
728,0.0165843714902532
729,0.0242252977351823
730,0.0164733214624268
731,0.0189199652279718
732,0.0196949083775468
733,0.0161210111020395
734,0.018900785640297
735,0.0152041912881193
736,0.0178378467573181
737,0.0144360170929015
738,0.0204784736194187
739,0.0181271190110145
740,0.0170186354017059
741,0.0145974553172432
742,0.0197778461219384
743,0.0202216311986765
744,0.0232894883337917
745,0.0144314189235491
746,0.0192175710943279
747,0.0230447661745227
748,0.022363710976651
749,0.0192525003587733
750,0.0178316614423381
751,0.019896361803841
752,0.0191562247337518
753,0.0161826023928594
754,0.0182354381207217
755,0.0168462355994407
756,0.0184572691686978
757,0.0222273410685465
758,0.0228604844141352
759,0.0216423506787397
760,0.0176739335262379
761,0.0114451730534155
762,0.0149776959778639
763,0.0142134042287834
764,0.00866454921010133
765,0.0147150204825706
766,0.0179720927502054
767,0.0158960234057677
768,0.0179191343632198
769,0.0197145758085645
770,0.0135852818701189
771,0.0213059953828635
772,0.0162951752702232
773,0.0223025956685189
774,0.0238196035674477
775,0.0196509198231697
776,0.0133979247592239
777,0.0154319388775595
778,0.0170187499961761
779,0.0214690620679042
780,0.0193185072397405
781,0.0175856984384403
782,0.0208090517184109
783,0.0229137354167849
784,0.0205426967202279
785,0.0232529921340245
786,0.0185462714743754
787,0.0228856382198039
788,0.0205775553121177
789,0.0216728663099065
790,0.0182240726073624
791,0.017241024958804
792,0.0129842045247971
793,0.016243831255237
794,0.0244290331596588
795,0.0196968995405281
796,0.0170879656061393
797,0.0140435828025064
798,0.0183811918336331
799,0.0201826396887067
800,0.0239204991244684
801,0.0197407576373845
802,0.0249851657713422
803,0.0216247180203625
804,0.0146330963592809
805,0.0114146359966422
806,0.0196953688311465
807,0.0198111095590244
808,0.0183782774914521
809,0.0251065515715265
810,0.0226842623920867
811,0.0234921587571615
812,0.0239377668982024
813,0.0256563506902027
814,0.0305635169411035
815,0.0264750688135896
816,0.0160647820357484
817,0.0277077720671667
818,0.0224004811585861
819,0.0162444912896605
820,0.0217017587644563
821,0.0287446921619849
822,0.0256003607788516
823,0.0215318842095893
824,0.0242773417144423
825,0.0198105151238533
826,0.0191471614911343
827,0.0183358439567971
828,0.014556830239768
829,0.0142901980590497
830,0.0165946868461499
831,0.0202903117332499
832,0.0198986380199171
833,0.0198882265858372
834,0.0204949835045189
835,0.0159283931573109
836,0.00982508423646093
837,0.0190606173560809
838,0.0137008735157216
839,0.0186059323885
840,0.0139156523272563
841,0.0132749304769301
842,0.0187578386979912
843,0.0202891494442464
844,0.0230500321942381
845,0.0129407333633598
846,0.0162904288816803
847,0.0125637077099833
848,0.0139102288419742
849,0.0172184750908583
850,0.0138385602048694
851,0.0175916965754684
852,0.0148070330998654
853,0.0132401969639986
854,0.0159438736155779
855,0.0244050059360439
856,0.0206245459687455
857,0.017775761854296
858,0.0163662811381482
859,0.0180711789824932
860,0.0207321562197413
861,0.0241797431747531
862,0.0141957260152486
863,0.0141356128670392
864,0.0173827386003729
865,0.0137073098802597
866,0.0198182896085563
867,0.0207285095414233
868,0.0181220317753209
869,0.0190210183797937
870,0.017445802463035
871,0.0167158271353462
872,0.0122771546735827
873,0.0134305937310704
874,0.0146461496442926
875,0.0138078632077792
876,0.0172220029267812
877,0.01496895700101
878,0.0178308696803177
879,0.01644353331693
880,0.0190986134813294
881,0.0230401855062126
882,0.0213297479323976
883,0.0136833534880534
884,0.0188887477025478
885,0.025632156566945
886,0.0170104856946725
887,0.0131637844405445
888,0.014811990542201
889,0.0143163625395202
890,0.015919162678973
891,0.016224233550835
892,0.022645177493596
893,0.0203822854637882
894,0.0229415449750888
895,0.0271445861701429
896,0.011737226008345
897,0.0117632759585116
898,0.0169063129688849
899,0.0186878294162068
900,0.0241117258763908
901,0.0262447549791886
902,0.015384008976672
903,0.0169726514521844
904,0.0218232076277708
905,0.0203316381756137
906,0.018901404833122
907,0.0191308773431404
908,0.0188680274878424
909,0.0130335759244316
910,0.0102805618889092
911,0.0180916402289413
912,0.0160452926972634
913,0.0167918939438632
914,0.0208437783939869
915,0.0181984116238292
916,0.0192944066212424
917,0.0166939702916811
918,0.0142145255732987
919,0.0161949777392386
920,0.0150867630450373
921,0.0145233435986887
922,0.0105046927442957
923,0.0135194877629826
924,0.0116351602524718
925,0.0152574685698135
926,0.0160817182161582
927,0.0165092367890885
928,0.0177004752460456
929,0.0300064915043656
930,0.0289266520815817
931,0.0178604051704331
932,0.0214352700501178
933,0.0200295059360098
934,0.0241160536812017
935,0.0227851984380958
936,0.0110751557453973
937,0.0140258538571159
938,0.0150817746107075
939,0.0133332604551561
940,0.0136513526216944
941,0.0140499044984494
942,0.0207318448182925
943,0.0148838583701991
944,0.0135216121671419
945,0.015211486567566
946,0.0169558075365403
947,0.0170286956048454
948,0.0158812039126267
949,0.0191312443222044
950,0.0165005056055618
951,0.0137794896076409
952,0.0160445652304539
953,0.0149410060444435
954,0.0205230079972123
955,0.0171839401475105
956,0.0159011099308978
957,0.014945849868212
958,0.0166260754966256
959,0.0153910393242742
960,0.0139814672279151
961,0.0154719160673518
962,0.0119516301241077
963,0.0112245970901826
964,0.0149643365032497
965,0.0144074828359636
966,0.0159848269163308
967,0.0177523570613578
968,0.0176769077743082
969,0.0172283393469571
970,0.0165520390778343
971,0.0199048358162632
972,0.0211864175209367
973,0.0256435022342914
974,0.0214985057336643
975,0.0148332975334161
976,0.0159028219386215
977,0.016808506803608
978,0.0147993783484316
979,0.0167660038632458
980,0.0203047603573507
981,0.0118449589873098
982,0.0175159601393551
983,0.0197687042245075
984,0.0161807880380671
985,0.0185209092707955
986,0.0194143260953797
987,0.0200042602339125
988,0.0137787877740812
989,0.0118099568250694
990,0.0109281178883004
991,0.0182452137759707
992,0.0157774980393362
993,0.0208111788104594
994,0.0193816724626107
995,0.0166628447921803
996,0.0146319269320613
997,0.0170665122051851
998,0.0155122924147689
999,0.0164917513656177
1000,0.0111540597361033
